time,open,high,low,close,volume
2025-06-05 00:34:00,9637.25,9656.77,9607.41,9639.1,240
2025-06-05 00:35:00,9616.76,9635.66,9596.21,9626.28,188
2025-06-05 00:36:00,9644.75,9673.69,9628.75,9646.36,286
2025-06-05 00:37:00,9661.05,9675.71,9647.04,9673.1,324
2025-06-05 00:38:00,9674.1,9688.22,9662.07,9671.63,336
2025-06-05 00:39:00,9654.15,9675.0,9628.68,9641.6,483
2025-06-05 00:40:00,9673.87,9695.12,9649.33,9653.14,245
2025-06-05 00:41:00,9670.23,9693.57,9648.11,9683.66,373
2025-06-05 00:42:00,9649.32,9675.84,9632.68,9648.93,490
2025-06-05 00:43:00,9749.21,9772.71,9721.76,9736.27,117
2025-06-05 00:44:00,9764.68,9775.5,9743.91,9757.53,412
2025-06-05 00:45:00,9736.77,9758.96,9723.23,9758.28,303
2025-06-05 00:46:00,9726.73,9737.54,9714.36,9731.61,124
2025-06-05 00:47:00,9737.93,9757.76,9725.66,9729.05,343
2025-06-05 00:48:00,9734.86,9741.87,9717.1,9737.41,358
2025-06-05 00:49:00,9729.37,9748.1,9724.22,9735.26,381
2025-06-05 00:50:00,9728.49,9741.96,9710.25,9740.99,309
2025-06-05 00:51:00,9720.74,9734.94,9701.36,9702.33,307
2025-06-05 00:52:00,9740.94,9756.34,9717.87,9747.0,458
2025-06-05 00:53:00,9731.12,9756.17,9725.96,9741.97,161
2025-06-05 00:54:00,9732.32,9745.25,9715.36,9719.79,306
2025-06-05 00:55:00,9754.26,9760.44,9728.79,9733.44,142
2025-06-05 00:56:00,9759.49,9764.94,9732.67,9743.87,409
2025-06-05 00:57:00,9751.05,9769.75,9737.06,9745.59,156
2025-06-05 00:58:00,9746.72,9753.15,9740.66,9741.75,250
2025-06-05 00:59:00,9750.97,9765.03,9734.57,9735.33,266
2025-06-05 01:00:00,9773.05,9785.64,9767.73,9781.8,182
2025-06-05 01:01:00,9760.79,9779.08,9734.0,9767.59,312
2025-06-05 01:02:00,9755.34,9781.75,9730.84,9772.36,274
2025-06-05 01:03:00,9746.68,9751.72,9735.75,9740.11,2792
2025-06-05 01:04:00,9787.47,9812.13,9777.98,9787.33,449
2025-06-05 01:05:00,9794.52,9804.76,9774.22,9780.9,266
2025-06-05 01:06:00,9801.83,9808.42,9794.34,9802.81,360
2025-06-05 01:07:00,9779.79,9804.19,9760.14,9777.01,127
2025-06-05 01:08:00,9780.3,9805.53,9766.9,9767.92,441
2025-06-05 01:09:00,9790.67,9817.76,9767.77,9800.61,132
2025-06-05 01:10:00,9784.31,9792.5,9772.37,9779.1,467
2025-06-05 01:11:00,9832.19,9844.22,9826.19,9838.63,268
2025-06-05 01:12:00,9838.92,9856.2,9828.66,9850.52,219
2025-06-05 01:13:00,9837.8,9847.6,9813.95,9837.19,248
2025-06-05 01:14:00,9828.8,9856.31,9815.01,9835.95,268
2025-06-05 01:15:00,9855.65,9864.54,9825.73,9837.07,421
2025-06-05 01:16:00,9891.6,9898.11,9876.35,9887.79,222
2025-06-05 01:17:00,9912.91,9935.96,9899.82,9909.25,313
2025-06-05 01:18:00,9890.82,9902.72,9873.01,9881.36,184
2025-06-05 01:19:00,9885.14,9891.15,9859.67,9867.31,1112
2025-06-05 01:20:00,9948.19,9954.93,9925.6,9947.92,190
2025-06-05 01:21:00,9999.68,10028.64,9974.39,10006.26,364
2025-06-05 01:22:00,10030.23,10060.03,10012.68,10033.23,113
2025-06-05 01:23:00,10036.0,10047.81,10029.22,10047.21,203
2025-06-05 01:24:00,10047.2,10067.94,10028.37,10035.23,256
2025-06-05 01:25:00,10078.07,10092.32,10067.61,10084.23,265
2025-06-05 01:26:00,10041.68,10061.35,10013.38,10019.15,337
2025-06-05 01:27:00,10067.74,10077.29,10039.51,10045.75,440
2025-06-05 01:28:00,10066.99,10079.7,10056.23,10063.93,236
2025-06-05 01:29:00,10059.93,10078.92,10033.48,10067.52,487
2025-06-05 01:30:00,10079.68,10093.59,10063.08,10079.0,445
2025-06-05 01:31:00,10092.97,10102.7,10086.45,10094.69,478
2025-06-05 01:32:00,10084.64,10100.13,10062.82,10083.74,339
2025-06-05 01:33:00,10093.39,10122.26,10069.28,10098.33,436
2025-06-05 01:34:00,10145.36,10165.81,10139.46,10141.72,289
2025-06-05 01:35:00,10144.15,10166.59,10128.07,10160.55,247
2025-06-05 01:36:00,10133.91,10143.76,10104.94,10131.44,252
2025-06-05 01:37:00,10163.22,10189.26,10138.65,10161.82,119
2025-06-05 01:38:00,10158.76,10186.45,10143.66,10184.1,314
2025-06-05 01:39:00,10163.71,10185.58,10157.58,10160.71,810
2025-06-05 01:40:00,10174.4,10182.62,10149.41,10153.62,306
2025-06-05 01:41:00,10199.74,10222.9,10186.39,10196.57,109
2025-06-05 01:42:00,10162.58,10181.46,10154.2,10169.31,194
2025-06-05 01:43:00,10182.22,10204.82,10158.76,10162.61,264
2025-06-05 01:44:00,10198.3,10217.2,10190.9,10202.3,209
2025-06-05 01:45:00,10237.5,10245.69,10209.69,10226.42,317
2025-06-05 01:46:00,10233.0,10240.52,10225.88,10237.92,120
2025-06-05 01:47:00,10245.48,10256.81,10216.31,10220.1,151
2025-06-05 01:48:00,10230.99,10255.98,10218.02,10236.69,106
2025-06-05 01:49:00,10197.38,10203.68,10177.03,10177.15,436
2025-06-05 01:50:00,10176.08,10183.1,10150.9,10182.83,455
2025-06-05 01:51:00,10131.79,10151.93,10123.94,10131.21,178
2025-06-05 01:52:00,10112.65,10136.81,10105.95,10119.15,284
2025-06-05 01:53:00,10139.19,10154.55,10119.45,10127.67,306
2025-06-05 01:54:00,10146.89,10154.38,10137.24,10142.11,338
2025-06-05 01:55:00,10153.8,10182.52,10126.02,10154.42,137
2025-06-05 01:56:00,10184.05,10203.2,10160.91,10202.55,1015
2025-06-05 01:57:00,10153.16,10178.07,10133.3,10141.81,331
2025-06-05 01:58:00,10155.59,10173.2,10135.46,10171.3,366
2025-06-05 01:59:00,10162.12,10178.0,10144.62,10159.78,226
2025-06-05 02:00:00,10168.19,10192.99,10158.92,10189.87,199
2025-06-05 02:01:00,10195.33,10205.23,10168.9,10198.96,259
2025-06-05 02:02:00,10143.99,10165.03,10128.88,10143.49,276
2025-06-05 02:03:00,10139.02,10156.54,10118.06,10134.77,484
2025-06-05 02:04:00,10116.45,10130.82,10100.89,10120.21,282
2025-06-05 02:05:00,10110.06,10127.09,10088.79,10123.53,213
2025-06-05 02:06:00,10118.5,10135.2,10105.45,10128.9,247
2025-06-05 02:07:00,10105.65,10113.74,10092.03,10113.35,231
2025-06-05 02:08:00,10150.63,10158.42,10121.24,10140.12,172
2025-06-05 02:09:00,10142.54,10162.38,10135.24,10158.47,412
2025-06-05 02:10:00,10133.42,10163.19,10117.64,10127.63,241
2025-06-05 02:11:00,10133.63,10152.43,10121.29,10131.71,245
2025-06-05 02:12:00,10111.06,10128.46,10096.33,10099.68,326
2025-06-05 02:13:00,10120.56,10136.28,10099.95,10131.88,231
2025-06-05 02:14:00,10202.38,10221.23,10172.64,10194.98,446
2025-06-05 02:15:00,10222.81,10237.74,10208.94,10221.55,363
2025-06-05 02:16:00,10200.14,10222.72,10189.69,10218.72,334
2025-06-05 02:17:00,10227.17,10241.24,10207.22,10209.27,2345
2025-06-05 02:18:00,10278.53,10304.57,10270.14,10280.96,170
2025-06-05 02:19:00,10235.96,10247.72,10217.16,10244.68,491
2025-06-05 02:20:00,10248.93,10277.64,10223.72,10259.67,287
2025-06-05 02:21:00,10209.6,10219.5,10195.19,10198.46,241
2025-06-05 02:22:00,10237.41,10266.4,10209.03,10215.46,108
2025-06-05 02:23:00,10299.25,10316.33,10278.92,10309.58,364
2025-06-05 02:24:00,10316.34,10326.17,10291.48,10303.77,400
2025-06-05 02:25:00,10286.58,10295.48,10278.75,10288.4,996
2025-06-05 02:26:00,10377.91,10384.67,10350.53,10355.66,311
2025-06-05 02:27:00,10322.24,10351.49,10315.07,10337.37,464
2025-06-05 02:28:00,10330.18,10338.19,10311.89,10331.78,383
2025-06-05 02:29:00,10321.79,10329.32,10294.52,10326.05,296
2025-06-05 02:30:00,10296.2,10310.79,10286.93,10297.36,286
2025-06-05 02:31:00,10300.38,10308.59,10290.57,10298.29,104
2025-06-05 02:32:00,10271.42,10291.31,10243.18,10254.45,287
2025-06-05 02:33:00,10227.55,10241.1,10198.18,10222.43,367
2025-06-05 02:34:00,10230.99,10248.29,10216.32,10241.44,384
2025-06-05 02:35:00,10293.16,10315.39,10283.94,10291.89,332
2025-06-05 02:36:00,10289.65,10315.12,10278.26,10296.86,335
2025-06-05 02:37:00,10293.25,10322.43,10282.1,10308.42,406
2025-06-05 02:38:00,10302.24,10317.93,10285.61,10302.31,1404
2025-06-05 02:39:00,10283.56,10302.6,10261.84,10300.93,245
2025-06-05 02:40:00,10288.7,10299.52,10261.83,10290.32,329
2025-06-05 02:41:00,10302.98,10311.56,10285.95,10302.39,155
2025-06-05 02:42:00,10352.4,10380.32,10333.42,10369.14,240
2025-06-05 02:43:00,10330.67,10350.97,10314.03,10340.23,241
2025-06-05 02:44:00,10324.9,10345.46,10316.16,10330.22,148
2025-06-05 02:45:00,10348.98,10356.29,10325.27,10325.9,127
2025-06-05 02:46:00,10290.0,10305.49,10281.68,10297.82,181
2025-06-05 02:47:00,10301.83,10325.62,10281.32,10281.64,151
2025-06-05 02:48:00,10281.94,10300.48,10252.44,10258.43,498
2025-06-05 02:49:00,10284.93,10308.1,10270.47,10286.15,198
2025-06-05 02:50:00,10314.22,10333.84,10289.08,10305.51,220
2025-06-05 02:51:00,10267.47,10275.72,10237.64,10247.89,416
2025-06-05 02:52:00,10250.23,10273.13,10242.79,10244.5,436
2025-06-05 02:53:00,10222.39,10233.5,10212.23,10223.54,101
2025-06-05 02:54:00,10211.87,10219.0,10186.77,10216.03,497
2025-06-05 02:55:00,10211.13,10234.63,10204.71,10211.19,162
2025-06-05 02:56:00,10150.97,10179.03,10139.22,10142.56,131
2025-06-05 02:57:00,10168.38,10197.47,10150.89,10186.51,370
2025-06-05 02:58:00,10189.83,10214.53,10170.23,10186.12,160
2025-06-05 02:59:00,10218.52,10242.77,10188.55,10231.02,465
2025-06-05 03:00:00,10232.69,10243.19,10210.28,10235.77,233
2025-06-05 03:01:00,10264.54,10274.58,10257.52,10269.53,241
2025-06-05 03:02:00,10305.34,10328.94,10283.94,10317.33,160
2025-06-05 03:03:00,10336.17,10350.56,10311.19,10312.54,398
2025-06-05 03:04:00,10336.85,10342.4,10317.77,10333.73,470
2025-06-05 03:05:00,10295.15,10322.34,10286.03,10300.41,468
2025-06-05 03:06:00,10369.98,10392.72,10364.82,10371.93,394
2025-06-05 03:07:00,10367.5,10379.87,10360.61,10377.06,249
2025-06-05 03:08:00,10325.25,10335.42,10316.7,10325.28,287
2025-06-05 03:09:00,10325.2,10341.41,10307.81,10308.67,226
2025-06-05 03:10:00,10306.36,10316.47,10282.42,10313.84,389
2025-06-05 03:11:00,10319.6,10337.17,10296.19,10311.02,368
2025-06-05 03:12:00,10367.1,10372.84,10358.61,10369.62,231
2025-06-05 03:13:00,10359.11,10382.34,10347.81,10363.55,207
2025-06-05 03:14:00,10342.64,10361.39,10322.59,10349.32,177
2025-06-05 03:15:00,10333.59,10344.68,10317.03,10321.46,224
2025-06-05 03:16:00,10343.7,10371.77,10321.58,10324.86,2655
2025-06-05 03:17:00,10315.17,10333.56,10306.62,10310.73,399
2025-06-05 03:18:00,10360.39,10386.56,10342.95,10346.12,280
2025-06-05 03:19:00,10377.18,10392.29,10367.11,10389.95,275
2025-06-05 03:20:00,10358.81,10380.08,10350.74,10360.09,208
2025-06-05 03:21:00,10345.94,10364.13,10329.53,10358.39,339
2025-06-05 03:22:00,10348.2,10375.82,10342.78,10360.21,180
2025-06-05 03:23:00,10336.36,10343.66,10309.27,10330.07,210
2025-06-05 03:24:00,10373.61,10403.39,10367.94,10399.56,179
2025-06-05 03:25:00,10353.95,10376.1,10339.55,10375.92,159
2025-06-05 03:26:00,10349.03,10371.89,10319.87,10322.68,143
2025-06-05 03:27:00,10351.55,10364.96,10336.72,10353.45,163
2025-06-05 03:28:00,10343.75,10371.84,10320.88,10354.84,426
2025-06-05 03:29:00,10334.71,10359.02,10323.9,10325.74,238
2025-06-05 03:30:00,10342.71,10365.75,10315.68,10330.77,482
2025-06-05 03:31:00,10381.42,10400.68,10366.87,10385.63,249
2025-06-05 03:32:00,10389.77,10418.08,10376.28,10385.46,131
2025-06-05 03:33:00,10409.15,10419.94,10398.36,10402.59,1080
2025-06-05 03:34:00,10382.44,10409.74,10374.93,10384.87,213
2025-06-05 03:35:00,10390.46,10417.89,10384.32,10411.13,333
2025-06-05 03:36:00,10377.96,10396.34,10368.2,10387.89,316
2025-06-05 03:37:00,10366.65,10391.93,10361.02,10374.52,2051
2025-06-05 03:38:00,10360.44,10372.66,10355.02,10366.89,166
2025-06-05 03:39:00,10358.33,10381.13,10333.69,10346.82,277
2025-06-05 03:40:00,10371.49,10390.77,10352.81,10367.51,108
2025-06-05 03:41:00,10395.75,10424.8,10384.31,10400.1,162
2025-06-05 03:42:00,10328.62,10355.21,10312.94,10329.75,349
2025-06-05 03:43:00,10383.76,10401.97,10355.3,10374.23,332
2025-06-05 03:44:00,10353.66,10377.95,10341.45,10372.42,240
2025-06-05 03:45:00,10352.85,10371.46,10328.08,10337.33,211
2025-06-05 03:46:00,10395.15,10424.56,10379.98,10403.31,333
2025-06-05 03:47:00,10384.02,10410.43,10377.16,10404.73,407
2025-06-05 03:48:00,10390.18,10415.6,10372.42,10389.7,210
2025-06-05 03:49:00,10390.06,10410.55,10374.22,10388.18,394
2025-06-05 03:50:00,10380.73,10407.94,10372.49,10400.42,150
2025-06-05 03:51:00,10341.83,10365.51,10315.52,10335.26,332
2025-06-05 03:52:00,10305.65,10328.82,10293.64,10316.94,331
2025-06-05 03:53:00,10276.25,10287.73,10254.28,10272.31,227
2025-06-05 03:54:00,10318.06,10339.98,10304.18,10309.59,103
2025-06-05 03:55:00,10309.38,10333.39,10287.64,10289.08,1625
2025-06-05 03:56:00,10293.53,10306.85,10283.98,10298.3,1092
2025-06-05 03:57:00,10279.95,10305.42,10266.79,10294.57,114
2025-06-05 03:58:00,10288.26,10315.88,10277.31,10312.04,475
2025-06-05 03:59:00,10306.17,10323.75,10293.24,10321.65,492
2025-06-05 04:00:00,10265.74,10289.09,10244.17,10269.29,234
2025-06-05 04:01:00,10297.75,10312.33,10280.11,10283.98,457
2025-06-05 04:02:00,10284.74,10293.05,10263.77,10289.47,306
2025-06-05 04:03:00,10310.17,10327.57,10283.92,10300.03,248
2025-06-05 04:04:00,10356.83,10368.96,10334.66,10361.5,265
2025-06-05 04:05:00,10316.48,10332.92,10299.42,10331.91,322
2025-06-05 04:06:00,10294.16,10310.56,10267.83,10308.78,315
2025-06-05 04:07:00,10293.14,10314.25,10287.77,10313.42,144
2025-06-05 04:08:00,10311.9,10318.2,10286.22,10317.94,246
2025-06-05 04:09:00,10331.52,10355.47,10307.71,10355.39,145
2025-06-05 04:10:00,10324.83,10334.29,10302.43,10311.78,328
2025-06-05 04:11:00,10320.59,10330.89,10311.85,10325.25,205
2025-06-05 04:12:00,10302.45,10323.53,10290.15,10314.08,318
2025-06-05 04:13:00,10332.45,10346.17,10326.17,10334.29,169
2025-06-05 04:14:00,10327.02,10356.84,10314.31,10338.75,167
2025-06-05 04:15:00,10380.38,10405.83,10357.39,10378.66,182
2025-06-05 04:16:00,10376.75,10387.22,10353.68,10367.98,440
2025-06-05 04:17:00,10399.45,10417.24,10377.19,10407.81,183
2025-06-05 04:18:00,10421.65,10440.73,10397.23,10400.49,203
2025-06-05 04:19:00,10436.11,10465.02,10427.07,10442.7,334
2025-06-05 04:20:00,10482.11,10501.85,10458.64,10495.58,156
2025-06-05 04:21:00,10469.13,10497.02,10439.28,10474.45,2304
2025-06-05 04:22:00,10422.48,10446.04,10405.16,10421.23,147
2025-06-05 04:23:00,10372.59,10397.45,10364.84,10380.76,325
2025-06-05 04:24:00,10343.28,10352.89,10317.17,10335.72,434
2025-06-05 04:25:00,10327.1,10350.59,10298.64,10300.55,362
2025-06-05 04:26:00,10290.46,10317.39,10266.82,10274.54,215
2025-06-05 04:27:00,10304.97,10310.34,10280.25,10282.96,386
2025-06-05 04:28:00,10315.27,10320.84,10301.1,10312.18,424
2025-06-05 04:29:00,10307.22,10316.42,10286.02,10287.82,223
2025-06-05 04:30:00,10393.85,10401.96,10376.04,10387.86,480
2025-06-05 04:31:00,10404.42,10433.73,10392.76,10422.48,176
2025-06-05 04:32:00,10380.8,10395.16,10354.93,10392.04,259
2025-06-05 04:33:00,10397.65,10427.54,10384.14,10389.35,175
2025-06-05 04:34:00,10372.52,10380.37,10351.25,10380.15,212
2025-06-05 04:35:00,10362.16,10388.07,10355.64,10372.41,407
2025-06-05 04:36:00,10357.09,10371.36,10339.53,10360.63,377
2025-06-05 04:37:00,10373.75,10388.44,10357.07,10375.88,133
2025-06-05 04:38:00,10378.9,10395.32,10370.46,10381.82,343
2025-06-05 04:39:00,10319.67,10338.71,10312.02,10324.06,388
2025-06-05 04:40:00,10297.3,10303.05,10281.24,10299.56,483
2025-06-05 04:41:00,10240.14,10258.67,10215.79,10246.34,196
2025-06-05 04:42:00,10238.01,10260.74,10211.41,10246.22,168
2025-06-05 04:43:00,10242.11,10255.96,10218.64,10244.85,398
2025-06-05 04:44:00,10199.78,10217.82,10186.17,10194.78,430
2025-06-05 04:45:00,10165.48,10192.82,10143.82,10192.02,249
2025-06-05 04:46:00,10190.14,10205.93,10169.59,10172.73,442
2025-06-05 04:47:00,10195.66,10221.05,10174.53,10199.61,199
2025-06-05 04:48:00,10202.28,10230.36,10172.47,10190.21,333
2025-06-05 04:49:00,10234.44,10256.2,10223.09,10229.94,343
2025-06-05 04:50:00,10248.96,10266.04,10233.08,10256.0,445
2025-06-05 04:51:00,10268.85,10293.12,10243.65,10266.79,256
2025-06-05 04:52:00,10274.75,10293.43,10258.62,10287.85,434
2025-06-05 04:53:00,10281.62,10309.14,10268.67,10299.21,399
2025-06-05 04:54:00,10183.39,10191.31,10166.54,10168.37,158
2025-06-05 04:55:00,10208.97,10223.53,10199.91,10216.52,1065
2025-06-05 04:56:00,10213.66,10235.85,10201.9,10218.56,362
2025-06-05 04:57:00,10138.28,10165.97,10113.21,10159.7,243
2025-06-05 04:58:00,10119.14,10136.87,10113.65,10123.66,251
2025-06-05 04:59:00,10025.56,10032.3,10009.71,10012.74,283
2025-06-05 05:00:00,10002.35,10020.02,9989.46,9997.41,127
2025-06-05 05:01:00,10032.46,10057.32,10011.5,10040.7,437
2025-06-05 05:02:00,10027.55,10056.07,10003.75,10051.37,158
2025-06-05 05:03:00,10000.07,10026.67,9987.34,9990.48,116
2025-06-05 05:04:00,10017.46,10031.25,10008.21,10009.44,321
2025-06-05 05:05:00,10011.85,10023.52,9986.43,10006.17,193
2025-06-05 05:06:00,9957.82,9964.59,9932.16,9935.45,291
2025-06-05 05:07:00,9991.99,10015.87,9980.3,9984.94,470
2025-06-05 05:08:00,9991.68,10014.93,9966.25,10011.28,224
2025-06-05 05:09:00,9994.86,10019.16,9987.71,10010.08,314
2025-06-05 05:10:00,10126.13,10141.17,10108.23,10114.25,191
2025-06-05 05:11:00,10104.58,10109.7,10079.93,10101.01,253
2025-06-05 05:12:00,10099.43,10123.87,10088.48,10093.31,312
2025-06-05 05:13:00,10095.92,10105.63,10072.19,10098.89,176
2025-06-05 05:14:00,10205.23,10228.27,10194.67,10205.63,477
2025-06-05 05:15:00,10182.74,10191.55,10165.5,10177.31,483
2025-06-05 05:16:00,10138.6,10149.75,10123.07,10134.07,126
2025-06-05 05:17:00,10183.35,10189.93,10156.53,10169.11,311
2025-06-05 05:18:00,10151.21,10158.31,10126.65,10130.12,470
2025-06-05 05:19:00,10132.29,10153.34,10121.34,10138.33,472
2025-06-05 05:20:00,10093.25,10118.21,10073.68,10076.8,3224
2025-06-05 05:21:00,10118.73,10130.56,10110.33,10126.47,479
2025-06-05 05:22:00,10060.48,10088.52,10049.29,10056.11,289
2025-06-05 05:23:00,10052.97,10059.14,10023.53,10027.31,317
2025-06-05 05:24:00,10064.45,10077.26,10052.33,10068.32,218
2025-06-05 05:25:00,10059.05,10087.42,10033.43,10077.91,214
2025-06-05 05:26:00,10039.39,10044.54,10015.83,10031.33,303
2025-06-05 05:27:00,10023.0,10031.15,9994.74,10013.86,219
2025-06-05 05:28:00,9998.05,10005.0,9989.96,9995.94,1099
2025-06-05 05:29:00,9988.83,9994.46,9963.41,9964.61,336
2025-06-05 05:30:00,10028.18,10051.37,10021.79,10025.49,109
2025-06-05 05:31:00,9992.2,10005.01,9977.37,9993.92,408
2025-06-05 05:32:00,9986.28,10002.13,9957.03,9969.53,326
2025-06-05 05:33:00,9957.03,9970.25,9933.58,9955.66,187
2025-06-05 05:34:00,9960.85,9988.68,9932.08,9983.16,201
2025-06-05 05:35:00,9968.94,9975.47,9951.41,9963.91,316
2025-06-05 05:36:00,9994.12,10015.89,9989.09,10009.14,429
2025-06-05 05:37:00,9997.09,10010.8,9969.92,9996.79,184
2025-06-05 05:38:00,9998.5,10025.39,9977.13,10023.88,142
2025-06-05 05:39:00,10027.02,10033.69,10009.72,10016.62,191
2025-06-05 05:40:00,10067.7,10080.74,10056.9,10073.36,467
2025-06-05 05:41:00,10097.49,10110.97,10082.4,10106.85,231
2025-06-05 05:42:00,10178.25,10187.3,10150.19,10185.36,254
2025-06-05 05:43:00,10215.76,10232.14,10186.52,10201.73,266
2025-06-05 05:44:00,10143.5,10156.56,10130.64,10156.54,244
2025-06-05 05:45:00,10161.91,10184.47,10147.01,10167.84,462
2025-06-05 05:46:00,10124.9,10151.03,10111.75,10133.45,451
2025-06-05 05:47:00,10103.66,10122.35,10080.97,10119.79,262
2025-06-05 05:48:00,10131.71,10153.28,10113.97,10115.31,425
2025-06-05 05:49:00,10133.7,10143.21,10107.17,10126.44,1953
2025-06-05 05:50:00,10128.35,10149.49,10102.77,10148.29,385
2025-06-05 05:51:00,10080.11,10094.41,10072.27,10091.78,168
2025-06-05 05:52:00,10082.76,10107.31,10066.28,10090.22,458
2025-06-05 05:53:00,10062.18,10085.84,10050.46,10052.73,317
2025-06-05 05:54:00,10045.24,10057.65,10027.44,10029.93,104
2025-06-05 05:55:00,10074.21,10101.0,10047.77,10078.11,285
2025-06-05 05:56:00,10095.31,10102.68,10090.3,10090.44,419
2025-06-05 05:57:00,10091.21,10120.42,10076.9,10081.13,312
2025-06-05 05:58:00,10082.35,10107.0,10064.48,10097.74,471
2025-06-05 05:59:00,10105.93,10125.16,10089.37,10122.77,455
2025-06-05 06:00:00,10106.28,10123.96,10079.79,10119.12,389
2025-06-05 06:01:00,10093.64,10102.94,10075.7,10076.96,347
2025-06-05 06:02:00,10082.42,10105.86,10071.03,10081.76,111
2025-06-05 06:03:00,10116.45,10136.91,10094.2,10102.56,424
2025-06-05 06:04:00,10042.71,10055.12,10019.1,10043.3,137
2025-06-05 06:05:00,10067.25,10083.28,10057.24,10061.21,493
2025-06-05 06:06:00,10075.54,10099.44,10052.39,10092.5,248
2025-06-05 06:07:00,10087.92,10113.46,10058.11,10064.37,428
2025-06-05 06:08:00,10111.63,10130.33,10082.77,10122.07,183
2025-06-05 06:09:00,10164.15,10192.01,10151.25,10185.27,499
2025-06-05 06:10:00,10166.91,10177.4,10149.0,10154.93,152
2025-06-05 06:11:00,10167.31,10192.43,10142.59,10168.5,346
2025-06-05 06:12:00,10178.93,10190.5,10154.21,10172.19,307
2025-06-05 06:13:00,10267.51,10292.15,10246.97,10279.4,316
2025-06-05 06:14:00,10282.35,10311.25,10272.99,10301.25,193
2025-06-05 06:15:00,10295.11,10307.73,10285.66,10289.3,253
2025-06-05 06:16:00,10301.25,10307.19,10294.28,10297.54,340
2025-06-05 06:17:00,10304.46,10329.56,10275.03,10326.43,1105
2025-06-05 06:18:00,10293.27,10320.64,10265.92,10304.95,269
2025-06-05 06:19:00,10235.53,10247.34,10211.96,10226.01,148
2025-06-05 06:20:00,10218.08,10229.06,10212.69,10227.28,2772
2025-06-05 06:21:00,10160.83,10175.8,10132.36,10171.74,349
2025-06-05 06:22:00,10103.53,10127.6,10085.01,10119.99,159
2025-06-05 06:23:00,10150.9,10169.13,10124.59,10161.98,252
2025-06-05 06:24:00,10159.3,10164.36,10143.86,10147.05,258
2025-06-05 06:25:00,10171.82,10189.08,10165.4,10179.18,148
2025-06-05 06:26:00,10164.73,10178.14,10156.27,10164.0,312
2025-06-05 06:27:00,10149.25,10158.75,10130.74,10133.93,283
2025-06-05 06:28:00,10132.95,10149.3,10108.91,10126.23,275
2025-06-05 06:29:00,10077.61,10099.79,10050.26,10098.65,286
2025-06-05 06:30:00,10105.17,10129.37,10097.3,10113.15,449
2025-06-05 06:31:00,10145.05,10163.11,10116.39,10138.14,181
2025-06-05 06:32:00,10124.3,10144.77,10119.19,10144.54,437
2025-06-05 06:33:00,10098.48,10111.02,10077.84,10097.02,491
2025-06-05 06:34:00,10064.24,10083.88,10058.38,10061.89,218
2025-06-05 06:35:00,10077.09,10105.09,10055.6,10080.33,123
2025-06-05 06:36:00,10073.77,10090.24,10061.24,10083.28,411
2025-06-05 06:37:00,10063.16,10073.56,10037.77,10039.85,174
