Gmt time,open,high,low,close,volume
06.05.2003 18:00:00.000,1.13384,1.13685,1.13370,1.13545,148475296.875
06.05.2003 19:00:00.000,1.13642,1.14308,1.13613,1.14142,108530898.4375
06.05.2003 20:00:00.000,1.14174,1.14506,1.14073,1.14338,61797800.7813
06.05.2003 21:00:00.000,1.14297,1.14353,1.14192,1.14276,29417199.2188
06.05.2003 22:00:00.000,1.14294,1.14438,1.14203,1.14386,28122099.6094
06.05.2003 23:00:00.000,1.14345,1.14390,1.14212,1.14234,30430199.2188
07.05.2003 00:00:00.000,1.14218,1.14289,1.14156,1.14258,28683699.2188
07.05.2003 01:00:00.000,1.14185,1.14258,1.14057,1.14091,29909900.3906
07.05.2003 02:00:00.000,1.14070,1.14157,1.13991,1.14106,30473699.2188
07.05.2003 03:00:00.000,1.14151,1.14194,1.14050,1.14075,27214300.7813
07.05.2003 04:00:00.000,1.14081,1.14196,1.14075,1.14187,28837599.6094
07.05.2003 05:00:00.000,1.14160,1.14323,1.14131,1.14136,24898400.3906
07.05.2003 06:00:00.000,1.14117,1.14186,1.13931,1.14016,28194099.6094
07.05.2003 07:00:00.000,1.14033,1.14186,1.13892,1.14068,28881800.7813
07.05.2003 08:00:00.000,1.14061,1.14198,1.13959,1.13975,27207900.3906
07.05.2003 09:00:00.000,1.13946,1.14042,1.13762,1.13857,25949400.3906
07.05.2003 10:00:00.000,1.13842,1.14067,1.13771,1.14001,29141199.2188
07.05.2003 11:00:00.000,1.13991,1.14176,1.13872,1.13971,27972199.2188
07.05.2003 12:00:00.000,1.13990,1.14244,1.13877,1.14144,28004800.7813
07.05.2003 13:00:00.000,1.14130,1.14302,1.13842,1.14088,26602400.3906
07.05.2003 14:00:00.000,1.14055,1.14126,1.13466,1.13845,27875199.2188
07.05.2003 15:00:00.000,1.13848,1.13975,1.13471,1.13508,26053800.7813
07.05.2003 16:00:00.000,1.13495,1.13692,1.13265,1.13366,296163093.75
07.05.2003 17:00:00.000,1.13348,1.13697,1.13335,1.13375,134765406.25
07.05.2003 18:00:00.000,1.13365,1.13660,1.13365,1.13606,143796000
07.05.2003 19:00:00.000,1.13622,1.13762,1.13476,1.13680,105757101.5625
07.05.2003 20:00:00.000,1.13675,1.13740,1.13574,1.13647,63657101.5625
07.05.2003 21:00:00.000,1.13605,1.13718,1.13528,1.13534,27956300.7813
07.05.2003 22:00:00.000,1.13544,1.13636,1.13469,1.13485,26918000
07.05.2003 23:00:00.000,1.13502,1.13555,1.13401,1.13494,27683199.2188
08.05.2003 00:00:00.000,1.13507,1.13654,1.13500,1.13591,28423599.6094
08.05.2003 01:00:00.000,1.13519,1.13613,1.13461,1.13499,31345400.3906
08.05.2003 02:00:00.000,1.13486,1.13567,1.13295,1.13304,28502599.6094
08.05.2003 03:00:00.000,1.13279,1.13416,1.13266,1.13384,28771300.7813
08.05.2003 04:00:00.000,1.13372,1.13384,1.13161,1.13206,28371599.6094
08.05.2003 05:00:00.000,1.13145,1.13246,1.13006,1.13100,25761900.3906
08.05.2003 06:00:00.000,1.13128,1.13379,1.13092,1.13259,30322300.7813
08.05.2003 07:00:00.000,1.13280,1.13399,1.13237,1.13306,27524199.2188
08.05.2003 08:00:00.000,1.13260,1.13383,1.13075,1.13292,25790599.6094
08.05.2003 09:00:00.000,1.13331,1.13573,1.13226,1.13533,26678800.7813
08.05.2003 10:00:00.000,1.13520,1.13608,1.13416,1.13493,28223800.7813
08.05.2003 11:00:00.000,1.13504,1.13694,1.13466,1.13583,25843699.2188
08.05.2003 12:00:00.000,1.13565,1.14336,1.13534,1.14314,28636000
08.05.2003 13:00:00.000,1.14316,1.14812,1.14226,1.14704,27576000
08.05.2003 14:00:00.000,1.14703,1.14845,1.14531,1.14660,26299800.7813
08.05.2003 15:00:00.000,1.14649,1.14733,1.14316,1.14485,25089099.6094
08.05.2003 16:00:00.000,1.14489,1.14759,1.14475,1.14526,289619406.25
08.05.2003 17:00:00.000,1.14527,1.15030,1.14504,1.14837,135008093.75
08.05.2003 18:00:00.000,1.14849,1.14934,1.14602,1.14848,147474906.25
08.05.2003 19:00:00.000,1.14873,1.14993,1.14714,1.14966,103810796.875
08.05.2003 20:00:00.000,1.14965,1.15077,1.14886,1.14996,63551199.2188
08.05.2003 21:00:00.000,1.14932,1.15051,1.14866,1.14947,28171000
08.05.2003 22:00:00.000,1.14918,1.14994,1.14719,1.14737,27112300.7813
08.05.2003 23:00:00.000,1.14817,1.14904,1.14792,1.14820,28672900.3906
09.05.2003 00:00:00.000,1.14831,1.15350,1.14810,1.15148,27927300.7813
09.05.2003 01:00:00.000,1.15170,1.15366,1.15120,1.15164,30878300.7813
09.05.2003 02:00:00.000,1.15132,1.15240,1.15077,1.15188,30990000
09.05.2003 03:00:00.000,1.15152,1.15234,1.14818,1.15145,27066199.2188
09.05.2003 04:00:00.000,1.15137,1.15245,1.15093,1.15211,29807000
09.05.2003 05:00:00.000,1.15185,1.15253,1.15125,1.15225,25464400.3906
09.05.2003 06:00:00.000,1.15243,1.15259,1.14910,1.14961,29581400.3906
09.05.2003 07:00:00.000,1.14974,1.15076,1.14751,1.14978,26172199.2188
09.05.2003 08:00:00.000,1.15009,1.15232,1.14861,1.15126,26634400.3906
09.05.2003 09:00:00.000,1.15110,1.15319,1.14962,1.14975,26409900.3906
09.05.2003 10:00:00.000,1.14965,1.15123,1.14799,1.14894,26368599.6094
09.05.2003 11:00:00.000,1.14862,1.15000,1.14794,1.14866,26846000
09.05.2003 12:00:00.000,1.14872,1.15035,1.14756,1.14805,28710900.3906
09.05.2003 13:00:00.000,1.14815,1.14944,1.14522,1.14644,27381099.6094
09.05.2003 14:00:00.000,1.14636,1.14797,1.14346,1.14701,26652099.6094
09.05.2003 15:00:00.000,1.14756,1.15091,1.14668,1.14869,25501699.2188
09.05.2003 16:00:00.000,1.14844,1.14997,1.14805,1.14936,294701812.5
09.05.2003 17:00:00.000,1.14943,1.14995,1.14770,1.14840,132277796.875
09.05.2003 18:00:00.000,1.14830,1.14945,1.14776,1.14827,149506000
09.05.2003 19:00:00.000,1.14845,1.14929,1.14769,1.14875,107246000
09.05.2003 20:00:00.000,1.14893,1.14921,1.14826,1.14877,62837199.2188
09.05.2003 21:00:00.000,1.14877,1.14877,1.14877,1.14877,0
09.05.2003 22:00:00.000,1.14877,1.14877,1.14877,1.14877,0
09.05.2003 23:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 00:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 01:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 02:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 03:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 04:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 05:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 06:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 07:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 08:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 09:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 10:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 11:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 12:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 13:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 14:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 15:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 16:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 17:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 18:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 19:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 20:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 21:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 22:00:00.000,1.14877,1.14877,1.14877,1.14877,0
10.05.2003 23:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 00:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 01:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 02:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 03:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 04:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 05:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 06:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 07:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 08:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 09:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 10:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 11:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 12:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 13:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 14:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 15:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 16:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 17:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 18:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 19:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 20:00:00.000,1.14877,1.14877,1.14877,1.14877,0
11.05.2003 21:00:00.000,1.14888,1.15260,1.14888,1.15224,28675500
11.05.2003 22:00:00.000,1.15237,1.15329,1.14963,1.15268,27745199.2188
11.05.2003 23:00:00.000,1.15289,1.15645,1.15274,1.15605,28107900.3906
12.05.2003 00:00:00.000,1.15632,1.15741,1.15520,1.15520,27067800.7813
12.05.2003 01:00:00.000,1.15538,1.15642,1.15505,1.15527,31434500
12.05.2003 02:00:00.000,1.15517,1.15661,1.15480,1.15645,30569500
12.05.2003 03:00:00.000,1.15670,1.15747,1.15614,1.15708,28561400.3906
12.05.2003 04:00:00.000,1.15712,1.15838,1.15676,1.15729,28837199.2188
12.05.2003 05:00:00.000,1.15696,1.15769,1.15585,1.15621,24866800.7813
12.05.2003 06:00:00.000,1.15584,1.15660,1.15529,1.15618,28639699.2188
12.05.2003 07:00:00.000,1.15596,1.15685,1.15540,1.15637,28379699.2188
12.05.2003 08:00:00.000,1.15677,1.16090,1.15619,1.16057,26827500
12.05.2003 09:00:00.000,1.16026,1.16229,1.15831,1.15886,28538900.3906
12.05.2003 10:00:00.000,1.15862,1.15980,1.15656,1.15743,26680199.2188
12.05.2003 11:00:00.000,1.15774,1.15977,1.15702,1.15806,27898099.6094
12.05.2003 12:00:00.000,1.15789,1.15933,1.15711,1.15856,27542699.2188
12.05.2003 13:00:00.000,1.15828,1.15999,1.15758,1.15908,27321400.3906
12.05.2003 14:00:00.000,1.15885,1.16056,1.15733,1.15831,26112300.7813
12.05.2003 15:00:00.000,1.15836,1.15849,1.15346,1.15417,26941300.7813
12.05.2003 16:00:00.000,1.15418,1.15688,1.15400,1.15538,290661593.75
12.05.2003 17:00:00.000,1.15550,1.15672,1.15467,1.15544,135356000
12.05.2003 18:00:00.000,1.15520,1.15646,1.15502,1.15586,145808796.875
12.05.2003 19:00:00.000,1.15611,1.15720,1.15529,1.15572,104303000
12.05.2003 20:00:00.000,1.15543,1.15597,1.15360,1.15427,63511398.4375
12.05.2003 21:00:00.000,1.15357,1.15679,1.15225,1.15532,28237800.7813
12.05.2003 22:00:00.000,1.15537,1.15739,1.15517,1.15625,25720099.6094
12.05.2003 23:00:00.000,1.15612,1.15671,1.15524,1.15559,28413199.2188
13.05.2003 00:00:00.000,1.15544,1.15591,1.15085,1.15134,27575199.2188
13.05.2003 01:00:00.000,1.15111,1.15150,1.14620,1.14809,29974000
13.05.2003 02:00:00.000,1.14817,1.15183,1.14747,1.15063,27878800.7813
13.05.2003 03:00:00.000,1.15045,1.15128,1.14931,1.15034,25375800.7813
13.05.2003 04:00:00.000,1.15043,1.15090,1.14898,1.14964,28649199.2188
13.05.2003 05:00:00.000,1.14969,1.15543,1.14950,1.15359,25415400.3906
13.05.2003 06:00:00.000,1.15331,1.15486,1.15315,1.15432,28473099.6094
13.05.2003 07:00:00.000,1.15399,1.15487,1.14720,1.14848,25749099.6094
13.05.2003 08:00:00.000,1.14852,1.15081,1.14799,1.14938,27087400.3906
13.05.2003 09:00:00.000,1.14963,1.15193,1.14900,1.15112,27457699.2188
13.05.2003 10:00:00.000,1.15110,1.15159,1.14907,1.15085,26544300.7813
13.05.2003 11:00:00.000,1.15042,1.15153,1.15033,1.15092,27470599.6094
13.05.2003 12:00:00.000,1.15130,1.15302,1.15009,1.15243,27302599.6094
13.05.2003 13:00:00.000,1.15244,1.15532,1.15146,1.15387,26621800.7813
13.05.2003 14:00:00.000,1.15320,1.15472,1.15132,1.15224,26223000
13.05.2003 15:00:00.000,1.15238,1.15333,1.14866,1.15141,24843699.2188
13.05.2003 16:00:00.000,1.15133,1.15175,1.14891,1.14988,295745000
13.05.2003 17:00:00.000,1.14977,1.15176,1.14960,1.15064,136570406.25
13.05.2003 18:00:00.000,1.15051,1.15263,1.15001,1.15202,147392906.25
13.05.2003 19:00:00.000,1.15212,1.15379,1.15090,1.15148,107010500
13.05.2003 20:00:00.000,1.15123,1.15190,1.15054,1.15120,62089398.4375
13.05.2003 21:00:00.000,1.15120,1.15339,1.15092,1.15232,30540199.2188
13.05.2003 22:00:00.000,1.15254,1.15366,1.15146,1.15340,27677599.6094
13.05.2003 23:00:00.000,1.15334,1.15370,1.15211,1.15277,28631099.6094
14.05.2003 00:00:00.000,1.15265,1.15352,1.15195,1.15200,26659900.3906
14.05.2003 01:00:00.000,1.15150,1.15220,1.14968,1.15037,30552099.6094
14.05.2003 02:00:00.000,1.15013,1.15107,1.14860,1.14990,29661800.7813
14.05.2003 03:00:00.000,1.14968,1.15066,1.14934,1.14951,26976900.3906
14.05.2003 04:00:00.000,1.14960,1.15142,1.14914,1.15109,29454000
14.05.2003 05:00:00.000,1.15116,1.15166,1.15008,1.15034,25328500
14.05.2003 06:00:00.000,1.15021,1.15101,1.14937,1.14991,27871699.2188
14.05.2003 07:00:00.000,1.14992,1.15001,1.14704,1.14769,27435699.2188
14.05.2003 08:00:00.000,1.14720,1.15260,1.14667,1.15203,27593400.3906
14.05.2003 09:00:00.000,1.15231,1.15326,1.14929,1.15002,26981199.2188
14.05.2003 10:00:00.000,1.14983,1.15075,1.14776,1.14909,26965400.3906
14.05.2003 11:00:00.000,1.14873,1.14932,1.14788,1.14838,26888199.2188
14.05.2003 12:00:00.000,1.14825,1.14998,1.14751,1.14899,27160300.7813
14.05.2003 13:00:00.000,1.14921,1.15171,1.14864,1.14917,27179000
14.05.2003 14:00:00.000,1.14875,1.15046,1.14710,1.14926,27581900.3906
14.05.2003 15:00:00.000,1.14914,1.15091,1.14811,1.14916,26397500
14.05.2003 16:00:00.000,1.14925,1.15056,1.14879,1.14957,298594593.75
14.05.2003 17:00:00.000,1.14973,1.15261,1.14933,1.15130,135009796.875
14.05.2003 18:00:00.000,1.15155,1.15184,1.14911,1.15028,145921406.25
14.05.2003 19:00:00.000,1.15048,1.15104,1.14994,1.15018,107950398.4375
14.05.2003 20:00:00.000,1.14984,1.15052,1.14903,1.14940,62459000
14.05.2003 21:00:00.000,1.14913,1.14967,1.14843,1.14860,30934900.3906
14.05.2003 22:00:00.000,1.14864,1.14931,1.14701,1.14729,27781000
14.05.2003 23:00:00.000,1.14694,1.14820,1.14661,1.14770,28428500
15.05.2003 00:00:00.000,1.14767,1.14783,1.14689,1.14697,28718500
15.05.2003 01:00:00.000,1.14717,1.14870,1.14632,1.14755,31318500
15.05.2003 02:00:00.000,1.14744,1.14773,1.14657,1.14667,30072599.6094
15.05.2003 03:00:00.000,1.14661,1.14686,1.14194,1.14420,27287099.6094
15.05.2003 04:00:00.000,1.14418,1.14570,1.14370,1.14452,29531699.2188
15.05.2003 05:00:00.000,1.14434,1.14465,1.14374,1.14374,24744000
15.05.2003 06:00:00.000,1.14433,1.14454,1.14307,1.14337,28143800.7813
15.05.2003 07:00:00.000,1.14348,1.14455,1.14249,1.14443,27594599.6094
15.05.2003 08:00:00.000,1.14476,1.14633,1.14412,1.14563,28566699.2188
15.05.2003 09:00:00.000,1.14601,1.14796,1.14523,1.14744,27036000
15.05.2003 10:00:00.000,1.14751,1.14779,1.14589,1.14741,25817400.3906
15.05.2003 11:00:00.000,1.14718,1.14835,1.14623,1.14692,26410699.2188
15.05.2003 12:00:00.000,1.14713,1.14840,1.14615,1.14729,28822099.6094
15.05.2003 13:00:00.000,1.14729,1.14765,1.14422,1.14469,25995300.7813
15.05.2003 14:00:00.000,1.14460,1.14664,1.14354,1.14573,27812300.7813
15.05.2003 15:00:00.000,1.14601,1.14679,1.14440,1.14583,28401900.3906
15.05.2003 16:00:00.000,1.14582,1.14642,1.14442,1.14553,292430812.5
15.05.2003 17:00:00.000,1.14517,1.14702,1.13914,1.13979,134734796.875
15.05.2003 18:00:00.000,1.13946,1.14100,1.13820,1.13907,147137203.125
15.05.2003 19:00:00.000,1.13881,1.13952,1.13744,1.13928,105240703.125
15.05.2003 20:00:00.000,1.13948,1.13958,1.13831,1.13847,62896300.7813
15.05.2003 21:00:00.000,1.13775,1.13854,1.13756,1.13797,29560500
15.05.2003 22:00:00.000,1.13792,1.13887,1.13702,1.13780,28420199.2188
15.05.2003 23:00:00.000,1.13794,1.13943,1.13787,1.13838,30388900.3906
16.05.2003 00:00:00.000,1.13825,1.13893,1.13675,1.13865,27159099.6094
16.05.2003 01:00:00.000,1.13881,1.14000,1.13871,1.13924,31062800.7813
16.05.2003 02:00:00.000,1.13922,1.14087,1.13864,1.14009,28285900.3906
16.05.2003 03:00:00.000,1.14017,1.14135,1.13993,1.14011,27041199.2188
16.05.2003 04:00:00.000,1.14039,1.14116,1.13999,1.14084,28180099.6094
16.05.2003 05:00:00.000,1.14080,1.14125,1.14039,1.14073,27447699.2188
16.05.2003 06:00:00.000,1.14038,1.14110,1.13863,1.13948,29076699.2188
16.05.2003 07:00:00.000,1.13949,1.14027,1.13820,1.14014,27803900.3906
16.05.2003 08:00:00.000,1.14029,1.14093,1.13926,1.14040,27287699.2188
16.05.2003 09:00:00.000,1.14057,1.14217,1.13990,1.14198,26692900.3906
16.05.2003 10:00:00.000,1.14230,1.14336,1.14134,1.14285,26327699.2188
16.05.2003 11:00:00.000,1.14276,1.14401,1.14208,1.14331,27299400.3906
16.05.2003 12:00:00.000,1.14374,1.14853,1.14286,1.14790,27966000
16.05.2003 13:00:00.000,1.14799,1.15105,1.14796,1.14967,27782400.3906
16.05.2003 14:00:00.000,1.14958,1.15478,1.14925,1.15334,26947800.7813
16.05.2003 15:00:00.000,1.15397,1.15557,1.15254,1.15339,27046800.7813
16.05.2003 16:00:00.000,1.15369,1.15504,1.15324,1.15429,288686500
16.05.2003 17:00:00.000,1.15413,1.15499,1.15317,1.15317,135388203.125
16.05.2003 18:00:00.000,1.15340,1.15593,1.15263,1.15511,148999296.875
16.05.2003 19:00:00.000,1.15490,1.15766,1.15468,1.15746,107297296.875
16.05.2003 20:00:00.000,1.15743,1.15766,1.15613,1.15705,61884601.5625
16.05.2003 21:00:00.000,1.15705,1.15705,1.15705,1.15705,0
16.05.2003 22:00:00.000,1.15705,1.15705,1.15705,1.15705,0
16.05.2003 23:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 00:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 01:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 02:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 03:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 04:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 05:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 06:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 07:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 08:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 09:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 10:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 11:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 12:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 13:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 14:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 15:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 16:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 17:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 18:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 19:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 20:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 21:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 22:00:00.000,1.15705,1.15705,1.15705,1.15705,0
17.05.2003 23:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 00:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 01:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 02:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 03:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 04:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 05:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 06:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 07:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 08:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 09:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 10:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 11:00:00.000,1.15705,1.15705,1.15705,1.15705,0
18.05.2003 12:00:00.000,1.15705,1.15705,1.15705,1.15705,0
